"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"445","ckgirl67","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-81.5157535,27.6648274
"448","ClaraLKatzenmai","RT @Jared_Hill_: The Cabal  is at it again - LASERS FROM THE SKY &amp; THE CALIFORNIA FIRES #FollowTheWhiteRabbit https://t.co/H3jovnzd12",6,0,0,0,-92.5971081,36.2789578
"449","ClaraLKatzenmai","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-92.5971081,36.2789578
"454","CleverCoercion","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-75.977985,36.8529263
"456","clinesb","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-86.5804473,35.5174913
"457","clintonkowach","RT @clintonkowach: California wildfires have destroyed 1,000 structures ... and counting @CNN https://t.co/LUj7ZtZil5 #News #Bibleprophecy…",1,0,0,0,-105.7820674,39.5500507
"462","CluneyLinda","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-93.7121656,41.6266555
"463","clw4usa","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-95.712891,37.09024
"464","cmdowns54","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-118.2436849,34.0522342
"469","CoffeyMoore","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-97.3208492,32.5420821
"478","ConcepcionNeida","DOGS SAVED FROM FIRES CALIFORNIA: Man shares horses, goats, pigs also saved https://t.co/0xLNWgFB8h via @YouTube",0,0,-1,1,-88.0118473,41.7435073
"479","CongressRTBot","RT @KenCalvert: WASHINGTON (Reuters) - California lawmakers meet with Pence about fires https://t.co/mEBerDnvgh",1,0,0,0,-77.0368707,38.9071923
"481","ConorDougherty","RT @PatcohenNYT: great @conordougherty story
Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/fg03JJz…",3,0,1,1,-122.2711137,37.8043637
"483","consulgamer","Pokémon GO warned me about being outside during the California fires. https://t.co/bapEHtLEp0",5,3,-1,1,-118.4911912,34.0194543
"484","CONTINUUMPREPPR","California's hellish fires: a visit from the Ghost of Christmas Future | Dana Nuccitelli https://t.co/ryBHDYA2gT",0,0,0,0,-95.712891,37.09024
"489","CorruptPolitic1","Govenor Jerry Brown blames Fires in California on climate change. Well I guess he's partially right. The climate ch… https://t.co/oEvOjW5fKg",8,10,2,2,-95.712891,37.09024
"490","Corteylo","RT @kabamur_taygeta: Why are holistic doctors being killed?

Where is Agenda 21 activist Deborah Tavares?  

She predicted the California f…",252,0,0,0,-76.6588575,39.2559403
"496","covfefeartist","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-80.8723382,32.6317502
"500","CPmaxine280","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-118.781482,34.2694474
"501","craigmatsuda","RT @tpetruno: Is it time to ask the unthinkable: What if it doesn't rain or snow in Calif this winter? https://t.co/5TyOkUH4bl",1,0,-1,1,-118.2436849,34.0522342
"508","Crowntiptoe","RT @DFBHarvard: Jerry Brown &amp; the socialist legislators in the Sanctuary state of California spent $26 Billion on ""Illegal Immigrants"" this…",702,0,-1,1,-99.9018131,31.9685988
"510","CrudupVeronica","@NIKIandBB20 @auntymimi69 @HesDanTheMan @NBCPolitics @NBCNews Lol take your comedy act on the road jobs at down 250… https://t.co/HqxeQV66ZL",0,1,0,0,-89.3856281,36.0345159
"511","CrystalLuck63","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-95.712891,37.09024
"513","csalapatas","RT @NalydV1776: Yeah @JerryBrownGov The fires in Southern California is the new norm do to man-made global warming. It has nothing to do wi…",87,0,0,0,-119.4179324,36.778261
"514","CSBiggers","RT @planetlabs: Our imagery of the wildfires in Southern California is available here: https://t.co/6Btyzu79cf https://t.co/avTT7vmfRF",36,0,1,1,-122.1515296,47.6270648
"515","CStroede","RT @Midgespeaks: 5 leading scientists refute Jerry Brown's claim that fires in California are due to global warming.  There goes their gove…",22,0,0,0,-82.9824019,39.3331197
"517","cswany2","RT @RealBiddle: @MAGA_ARMY @Terri101092 @mikogmike @lack_crack @JimGagnon6 @SteveMoniz1 @CynthiaRunnels1 @srthellcat187 @bece13 @mememayo96…",5,0,0,0,-107.2902839,43.0759678
"520","CTT557","@TomSteyer @MitchMcConell Yeah it only takes a match. There has been fires in California for decades. Nothing has changed.",0,0,0,0,-85.2796975,41.6847724
"521","CUatREACH","RT @CANVleagues: For latest information on the fires and the credit union community, please visit the Disaster Relief page on the Californi…",4,0,0,0,-116.3612231,33.7548013
"525","cyndi_obrion","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-82.4571776,27.950575
"526","dabb_ee","RT @Deplorable_1776: A major reason there are so many wildfires in California is they don't want to clear brush/leaves or do controlled fir…",6,0,1,1,-117.3961564,33.9533487
"527","Dagny_Galt","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-122.4314179,37.8067864
"528","dailybunchLA","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/zzH0FfKfjt",0,0,0,0,-118.2436849,34.0522342
"529","dairyblondeLN66","RT @latimes: Vice President Pence meets with California lawmakers about massive fires, offers federal assistance https://t.co/Ag48O50EIE",14,0,-1,1,-88.7878678,43.7844397
"531","DamianVanore23","This Is Clearly The California Fires. Seems Like A Pretty Spot On Accident Though. #AlabamaSenateElection https://t.co/NkGfnaIifU",0,0,3,3,-118.2436849,34.0522342
"534","DanbywaterProud","RT @PamJonesLiberty: Forest Fire or a Weapon of Mass Destruction? Southern A look at the California Fires!

#DIRECTED #ENERGY #WEAPONS #SMA…",12,0,-1,1,-95.712891,37.09024
"536","DanMacPherson","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-118.4911912,34.0194543
"537","danncianca","RT @NOAABrauer: Not a good situation for the fires in Central California. Vandenberg AFB w/ an observed 0.10"" precipitable water on their 0…",1,0,1,1,-121.6555013,36.6777372
"538","dannie_j","RT @latimes: Vice President Pence meets with California lawmakers about massive fires, offers federal assistance https://t.co/Ag48O50EIE",14,0,-1,1,-118.3286614,34.0928092
"544","davehershey","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-118.3995194,33.8622366
"550","Dawn_DeMore","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-79.9958864,40.4406248
"552","dboaz75","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-122.3340474,48.421216
"564","debkrause1959","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"566","DebraHange1","RT @UWCIMSS: Can weather satellites see the fires in California? Fortunately yes. Ask the @UWMadison Weather Guys. https://t.co/4kQ4MHlx8m…",4,0,1,1,-75.2437853,40.2473291
"567","dedriannes","RT @CorruptPolitic1: Govenor Jerry Brown blames Fires in California on climate change. Well I guess he's partially right. The climate chang…",8,0,2,2,-95.712891,37.09024
"572","delibber2017","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"579","denningnikki","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"581","dennisnino1","@Wilkmaster Ilegal migrants started the fires in Southern California?  Really? I hadn't heard that.",0,0,0,0,-95.712891,37.09024
"586","deonnain","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/GqxrnVnnWP",0,0,0,0,-101.8312969,35.2219971
"587","Deplorable_1776","A major reason there are so many wildfires in California is they don't want to clear brush/leaves or do controlled… https://t.co/bPXycZTbl8",6,6,1,1,-91.8318334,37.9642529
"590","deplorablewitch","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-94.0970365,41.5522943
"592","desertdove60","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"593","desertgardens","RT @sfchronicle: Southern California Edison says its gear may be under investigation for potentially sparking devastating wildfires.

Lates…",3,0,-1,1,-115.2744352,36.295499
"597","dfal182","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-85.6023643,44.3148443
"598","dfeuerborn","RT @sdutIdeas: Thank you, firefighters. Love, Southern California https://t.co/scMdKwMjFR https://t.co/ztiNp6FzWY",42,0,2,2,-117.1610838,32.715738
"599","dfrieldss","RT @dodo: This man reunited with his beloved cat who went missing in the California fires ������ https://t.co/45t5J747Gk https://t.co/IBbDjpB0l2",488,0,0,0,-80.0533746,26.7153424
"601","dghowery","#CAFires #lafire @california Fires destroy 1,000 structures #ca  https://t.co/vLR0yWPp3z",1,1,-1,1,-113.4909267,53.544389
"603","diamondgirl2222","RT @SGTreport: Folks, we need to talk about the California fires, weather weapons AND systemic pedophilia. Video coming TODAY!  #DEW #Pedog…",39,0,0,0,-95.712891,37.09024
"611","dianethaokrnv","One Northern Nevada man is stepping up to help some four-legged victims impacted by the fires in southern Californi… https://t.co/8cwswO9ial",1,1,0,0,-119.8138027,39.5296329
"612","didyouyarnthat","100,000 Still Stranded Amid California Fires; Giant Thomas Fire Only 20% Contained https://t.co/851xwaRLQH",0,0,0,0,-75.6624122,41.408969
"614","DimitarMartchev","RT @WorldAndScience: Space Station's Dec. 8 View of California Fires https://t.co/DgJHPzRlxr",105,0,0,0,-84.1688274,39.6895036
"618","DirectRelief","""The #ThomasFire is one of six major wildfires torching Southern California. The fires have destroyed more than 1,0… https://t.co/AcPgMiolfh",5,2,0,0,-94.6347399,39.0286929
"619","Disney366","RT @NBCLA: See where the recent fires rank. https://t.co/CffjlZcK7Z",7,0,0,0,-117.9988026,33.6594835
"620","distressedvol","California lawmakers meet with Pence about fires https://t.co/4MBOAiz3ep",0,0,0,0,-83.153985,42.327978
"621","DJDharmaNYC","Of the 20 worst fires to hit California, the last five have been since September.",0,0,-1,1,-74.0059728,40.7127753
"625","dmcclintock4117","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-80.5895167,40.4189566
"626","DMHAsianMH","RT @NBCAsianAmerica: Officer Tae Kim went viral after rescuing a cat from the California fires. https://t.co/DYZ8LOWfN6 https://t.co/WoKMoz…",7,0,0,0,-118.2436849,34.0522342
"627","DOB1234","RT @Midgespeaks: 5 leading scientists refute Jerry Brown's claim that fires in California are due to global warming.  There goes their gove…",22,0,0,0,-93.6678315,45.246668
"632","DonHensarling","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-82.4571776,27.950575
"633","DonnaChivingto2","@SandraTXAS @ClintonM614 @JVER1 @builditnow @DebbieAAldrich @GaetaSusan @baalter @LVNancy @winegirl73 @Lrihendry… https://t.co/GJl3VcJFRv",1,3,0,0,-81.8571973,30.0683118
"634","DonnaChivingto2","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-81.8571973,30.0683118
"643","Dr_Herv_Nerbler","RT @AndyOz2: ������������������
Only a crooked #climate scientist could come up with that excuse for record cold &amp; snow. Next it will be
“But look at Cali…",13,0,0,0,-91.8795856,35.0706423
"645","Dragonsnestling","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-112.3679279,33.6292337
"648","DrGingerKinsey","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-97.7413143,31.1950013
"656","drpatfarrell","California fires show no signs of slowing down https://t.co/YnIZWZi65w via @NBCNightlyNews",0,0,0,0,-95.712891,37.09024
"662","DrWardBondTV","RT @kathyireland: We continue to seek prayers for people and wildlife impacted by fires throughout our state of California. Thank you for a…",42,0,1,1,-96.102122,41.1801801
"664","Dskivvy","RT @WorldAndScience: Space Station's Dec. 8 View of California Fires https://t.co/DgJHPzRlxr",105,0,0,0,-85.2370059,38.527448
"666","DudleyMecum","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach via @NYTimes #CaliforniaWildfires… https://t.co/wAGlOEjohl",0,0,0,0,-97.3307658,32.7554883
"667","dundeeborn69","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-117.8311428,33.7174708
"668","DurangoHerald","Seasons Rotisserie &amp; Grill is collecting donations for businesses and people harmed by fires in California's wine c… https://t.co/9wgJMz21cA",0,0,-1,1,-112.0267959,41.1177236
"671","DylanHunt2017","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-69.4454689,45.253783
"672","dylankovar","RT @WorldAndScience: Space Station's Dec. 8 View of California Fires https://t.co/DgJHPzRlxr",105,0,0,0,-72.5175893,40.8689892
"676","eco_emily","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-85.323214,51.253775
"678","economy2018","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/64lTwESUWe #Economy https://t.co/wjWSOyq0SG",0,0,0,0,-74.0059728,40.7127753
"679","EdDarrell","RT @LeapingRobot: ""a world-renowned authority on wildfire, once told me about a nightmare he has...in which a single, determined arsonist,…",1,0,-1,1,-99.9018131,31.9685988
"684","EfrenHuerta2929","Last Terra True Color view of the California Wildfires as of yesterday at 5 PM CST. You can notice the smoke coming… https://t.co/lxPo9e0vrn",1,2,-1,1,-88.1070127,41.8661403
"704","em_llojo","No filters here. The California fires have turned the sun red. #california https://t.co/IsPJyYxA7I",0,0,0,0,-119.4179324,36.778261
"714","endsleycreative","RT @kathyireland: We continue to seek prayers for people and wildlife impacted by fires throughout our state of California. Thank you for a…",42,0,1,1,-97.330053,37.6871761
"715","energy2glow","RT @kabamur_taygeta: Why are holistic doctors being killed?

Where is Agenda 21 activist Deborah Tavares?  

She predicted the California f…",252,0,0,0,-122.4852507,37.8590937
"716","energy2glow","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-122.4852507,37.8590937
"719","Enstone","RT @cityofsalem: City Council meeting recap: Proclamation for monarch butterflies, IGA w/ @OregonOEM for help w/fires in California, NESCA-…",1,0,0,0,-123.0350963,44.9428975
"720","EnvAmAnna","RT @CleanAirMoms: Climate change can make wildfires more frequent and severe, and the devastating fires in California are just one reason w…",11,0,-2,2,-77.0368707,38.9071923
"723","EricGaddis","@patagonia Carhartt is better. More durable &amp; less political. nobody wants politics shoved down their throat. so sh… https://t.co/BQbGUho22z",0,0,2,2,-81.3411942,35.2451342
"729","Esquagamah","RT @gatewaypundit: ICE Confirms Arsonist Behind California Fires Is 5-Time Deported Illegal Alien https://t.co/qt0Ig2wFYs",531,0,-1,1,-95.712891,37.09024
"730","estarianne","@LWolf63 You know California has fires every year when there are Santa Ana Winds?  Does always set them?",0,0,0,0,-119.4179324,36.778261
"732","etr55","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.8243956,29.7857853
"738","expiditer57","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",814,0,0,0,-120.7401385,47.7510741
"742","EyeGloArts","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-76.6412712,39.0457549
"743","eyelovehorses","RT @NewYorker: The fundamental fire equation in California has three variables: https://t.co/kQpU9ubo5D https://t.co/xpws5vE2iu",30,0,0,0,-117.1610838,32.715738
"750","FAM13557192","RT @rotorandwing: From @_SLFuller WATCH: Seahawk, Black Hawk Fight California Fires https://t.co/4w6Ec0yVds",2,0,0,0,-74.0059728,40.7127753
"754","FarhanAminQ","RT @WorldAndScience: Space Station's Dec. 8 View of California Fires https://t.co/DgJHPzRlxr",105,0,0,0,-79.3831843,43.653226
"758","FedupJane","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"760","FeistyCovfefe","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-111.6978587,34.3950694
"761","FeliciaCMcLin88","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/j6BsVHgyoh",0,0,0,0,-79.1772371,35.7201463
"768","FirstWish42","RT @CleanAirMoms: Climate change can make wildfires more frequent and severe, and the devastating fires in California are just one reason w…",11,0,-2,2,-117.2139232,33.5539143
"769","fiverr_girl","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/r465KSTH8a",0,0,0,0,-115.1398296,36.1699412
"770","fjski3","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-73.134961,40.789142
"774","florentinobm","""Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"" by CONOR DOUGHERTY via NYT https://t.co/ASYItC0Dkc",0,0,0,0,-88.5220233,41.8353062
"776","FM949sd","RT @sdut: Thank you, firefighters. Love, Southern California https://t.co/JvZbF74YT1 https://t.co/i7OHulev76",17,0,2,2,-117.1610838,32.715738
"781","FoxesFoxing","@twigsisback My friend and her boyfriend found a kitten and kept it and made sure it was healthy and love it. 

Als… https://t.co/jQbHsYtArT",0,1,2,2,-85.3096801,35.0456297
"786","FrankCundiff","RT @jarednieters: At first I thought @Twitter had accidentally paired a picture of #California fires with #Alabama senate race coverage, bu…",1,0,0,0,-77.0909809,38.8816208
"795","FreshSqueezedOC","Southern California fires now bigger than New York City, 33% the size of Rhode Island https://t.co/czLZz7Ko3D",0,0,0,0,-119.4179324,36.778261
"796","FreshSqueezedOC","Quakes and Fires? It's the Cost of Living That Californians Can't Stomach https://t.co/EbKPbDJR1C",0,0,0,0,-119.4179324,36.778261
"800","frkearns","I have some *feelings* about this that I can't quite articulate yet, but these fires are truly bringing California'… https://t.co/U6BZoX1QRj",0,5,1,1,-111.8876559,33.4245793
"801","FromCalif","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"808","Ga4845Gaby","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-119.4179324,36.778261
"810","Gabriela29p","RT @CleanAirMoms: Climate change can make wildfires more frequent and severe, and the devastating fires in California are just one reason w…",11,0,-2,2,-82.1400923,29.1871986
"813","GaenellG","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-111.0937311,39.3209801
"818","GAPeaches2017","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-82.9000751,32.1656221
"820","GartrellLinda","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-89.3985283,40.6331249
"821","GaryMane1","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-81.4678193,28.4743207
"822","gator91man","RT @kabamur_taygeta: Why are holistic doctors being killed?

Where is Agenda 21 activist Deborah Tavares?  

She predicted the California f…",252,0,0,0,-81.5157535,27.6648274
"823","gator91man","RT @sine_injuria: #QAnon 
#TheStorm 
#TheWhiteRabbit
#RatsOutOfHiding 
#NWO #Masonic Order #California #US &amp; #Satanic #DeepState #Energy #W…",8,0,0,0,-81.5157535,27.6648274
"825","gbroh10","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-97.391947,27.800409
"828","GDragonflyer","RT @JeffreyWolfeMBF: A tremendous Thank You to the incredible firefighters and first responders battling the California fires. 
Photo by @L…",15,0,2,2,-97.4394777,35.2225668
"829","gebeloffnyt","RT @PatcohenNYT: great @conordougherty story
Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach https://t.co/fg03JJz…",3,0,1,1,-74.0059728,40.7127753
"834","gfeldman74","RT @CleanAirMoms: Climate change can make wildfires more frequent and severe, and the devastating fires in California are just one reason w…",11,0,-2,2,-121.8863286,37.3382082
"835","ggma5757","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-83.5451934,38.7945166
"837","giddy81370604","RT @B52Malmet: Let’s not forget this in the midst of Times Square terrorism, women uniting in their allegations against Donnie today, the #…",67,0,-2,2,-81.4498717,37.2232316
"845","glenndorothytc","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/K1x0DAiVAP",0,0,0,0,-91.1403196,30.4582829
"847","Global_S0ul","Space Station's view of California fires via NASA
https://t.co/hq3cZpL4bF",0,0,0,0,-119.4179324,36.778261
"851","go4gin","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-83.0313905,35.26594
"853","golden1cu","Due to ash and smoke from area fires, our Santa Barbara branch will remain closed. Online Banking, Mobile Banking,… https://t.co/rZNv7ekX8Y",1,1,-1,1,-119.4179324,36.778261
"854","goldmedalmel","Retired Swimmer Loses World Record Medal in California Fires https://t.co/1oEpEDZ9KU",1,2,-1,1,-97.6710886,30.194085
"855","goldwaterkid65","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"856","golfball984","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-89.3985283,40.6331249
"857","Golfinggary52","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-76.6412712,39.0457549
"858","Golfman072","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-122.6764815,45.5230622
"860","GonzaloWolfred","California wildfires have destroyed 1000 structures ... and counting - CNN https://t.co/tQCOBhFv11",0,0,0,0,-88.019826,44.519159
"866","gracesru","RT @stevenacurtis: Investigation into cause of Southland wildfires probes Edison utility equipment https://t.co/dTJTGU64AY Via @LATimes✔️CC…",1,0,0,0,-120.8958242,38.8375215
"867","Gracie99forever","RT @LorenzoTheCat: Another great rescue from southern California fires. Bravo, San Diego  Fire Department. https://t.co/lryF1s4Trt",81,0,2,2,-74.4056612,40.0583238
"871","GravityStorm1","So let me get this straight LA fires are not due to climate change as Brown alledges, but rather failed socialist g… https://t.co/hizGSiPMBf",0,0,-1,1,-105.2551187,54.5259614
"880","GregKirkland331","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-82.9000751,32.1656221
"882","GretaGuarton","RT @algore: The recent images &amp; stories of the fires in California are alarming. If we don't solve the climate crisis, these types of disas…",494,0,-2,2,-74.0059728,40.7127753
"885","GriffinAndreatd","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach For many Californians, natural disasters… https://t.co/jmpoUpSxMf",0,0,0,0,-117.6508876,34.0633443
"887","grigg_dana","RT @HillaryClinton: If you don't live in an area that could be affected, read this to see how you can help those who do:
https://t.co/QTJRO…",2903,0,0,0,-95.712891,37.09024
"888","GrittaAlice","RT @JoeFreedomLove: Well well well. Climate Change wasn't to blame for California fires after all! Homeless Campfire ignited fires. https:/…",30,0,2,2,-95.712891,37.09024
"889","GrizzleMeister","RT @hotfunkytown: HOMELESS CAUSED FIRES..

California is spending millions of dollars to fight Trump on behalf of criminal illegal aliens,…",375,0,-1,1,-95.712891,37.09024
"891","GrnConservatism","RT @RogerAPielkeSr: ""it is easy (and inaccurate) to blame climate change just from added CO₂,” said Mr. Pielke, “when in reality the reason…",18,0,-1,1,-102.4107493,34.2331373
"892","GrungeNairflair","RT @NBCLA: See where the recent fires rank. https://t.co/CffjlZcK7Z",7,0,0,0,-118.2436849,34.0522342
"893","GrungeNairflair","RT @CountyofLA: The Southern California wildfires at a glance https://t.co/U3g6Gq9yvy via @NBCLA https://t.co/FK90AY1CTc",2,0,0,0,-118.2436849,34.0522342
"894","Gub4Thrive","NASA's high altitude ER-2 scans California's wildfires https://t.co/TzkPYLwA3A https://t.co/GhpDeYZR7q",0,1,0,0,-94.5785667,39.0997265
"895","GuideDogsGDA","With the fires impacting most of Southern California at the moment, we thought this would be a good time to talk ab… https://t.co/YSaWtkfNrB",1,3,1,1,-118.4571974,34.3058279
"897","gunjaBeans","RT @WorldAndScience: Space Station's Dec. 8 View of California Fires https://t.co/DgJHPzRlxr",105,0,0,0,-86.7816016,36.1626638
"899","GwenJorgensen1","RT @LetHerBeGreater: Praying for #California and everyone impacted by the fires. https://t.co/5QhI1PfZ03",3,0,0,0,-105.7820674,39.5500507
"900","gwinkelca","How to help victims of the Southern California wildfires. via @mashable  https://t.co/4vBGsp8AL8 #RedCrosser",0,0,0,0,-117.1825381,34.0555693
"912","HayesKotseos","RT @kabamur_taygeta: Time to be blunt. Her murder has been covered up for months. Many have ""disappeared"" during evacuations of recent hurr…",91,0,-2,2,-81.037297,35.2429175
"913","hbasham","RT @latimes: Vice President Pence meets with California lawmakers about massive fires, offers federal assistance https://t.co/Ag48O50EIE",14,0,-1,1,-99.9018131,31.9685988
"922","HellyerE","RT @DineshDSouza: The fires in California are symbolic of what one-party Democratic rule is doing to the state https://t.co/hNIXNfrT8m",813,0,0,0,-97.08168,32.932485
